machine_type,maintenance_interval,operating_mode,environment,vibration_level_mm_s,temperature_F,pressure_PSI,load_factor,days_to_failure
Compressor,120,Idle,Outdoor,1.792770949114837,83.94049597324795,85.51959183429679,0.3110070036708874,141.46512698355116
Motor,180,Overload,Indoor,1.6957069569967895,70.03289176069592,125.17863929761131,0.8859221144434251,131.96259700872847
Conveyor,60,Standby,Indoor,1.915746684532566,74.497170256375,113.64715333680358,0.774928472305955,119.31232267388481
Compressor,90,Production,Outdoor,2.0997439711387065,68.60876477528035,78.03096905124063,0.7352512163067935,119.26530356412846
CNC Mill,90,Idle,Indoor,1.670863278399341,59.82462867984606,94.25837226732519,0.7973368056499627,133.53414874359828
Motor,90,Production,Outdoor,1.803121341763394,65.03964872297337,84.39624599513792,0.26941788932957167,158.33620961590424
Lathe,120,Overload,Indoor,2.198850885253648,69.98028292635307,109.97433186603574,0.8874416907524878,117.01124871826246
Conveyor,120,Production,Dusty,2.078875390514858,72.3674516973637,85.17754978494386,0.1373033751416044,151.20750480595325
Compressor,60,Overload,Dusty,1.907331438592121,72.80576074076492,75.68320784415731,0.33634572671558194,145.32865032601995
CNC Mill,90,Overload,Outdoor,1.1294653449686756,74.11080299481237,95.11411334894368,0.5867481189673429,147.72057594171525
Lathe,90,Standby,Indoor,1.99824600399573,70.11312369848991,117.54091110544388,0.10290508834200063,149.44389958559978
Lathe,180,Overload,Humid,1.5149980162454786,88.49126348168406,97.1122566423617,0.7301301877764249,129.06826575425765
Pump,120,Standby,Indoor,2.49154135260295,84.47984119856982,105.97665795035023,0.38724604820347497,117.27766777787897
Motor,90,Standby,Dusty,1.8456394233607463,73.64890732809162,106.5584664632056,0.7844056656084001,116.66248120939531
Compressor,60,Standby,Dusty,1.5018839718887398,77.54258279740996,77.31586610888388,0.49289628558460274,141.82135030689741
CNC Mill,60,Idle,Indoor,1.9692283630599756,71.27911758547044,86.5093880926802,0.18087452442533636,149.33284905407075
Pump,90,Idle,Indoor,2.6353497925460956,46.565147079482244,100.09696280796396,0.7347618113553444,126.25312703844699
Motor,120,Overload,Humid,2.3154079245723094,75.20493012926025,91.63967524516917,0.25214395583894356,140.71894201532743
Pump,60,Standby,Humid,2.1099585753029673,78.05614361251216,125.56681825591237,0.4908103012680428,129.9232485596359
Conveyor,180,Idle,Indoor,1.3369524704765718,58.873382419597725,81.57516407378665,0.07553326915690761,169.41992594296406
Motor,60,Standby,Indoor,2.8108000498831607,79.99411069194602,86.36109845150725,0.6178666544120367,108.02641146007892
Motor,30,Production,Indoor,1.6891864129820484,72.19423322055191,104.35816389219619,0.6658577662162772,131.56370947366213
Compressor,30,Production,Indoor,2.4668919564361715,78.37933720634662,90.58159993325066,0.37867420997278356,128.64971545397492
Motor,120,Production,Outdoor,1.8373185608242926,72.49601352629914,56.6225110157469,0.9544227803210739,112.13429297717272
Pump,90,Overload,Indoor,2.4187539362416195,87.50954474226849,129.02021844120725,0.8741689214820684,101.77579051989765
Motor,120,Standby,Humid,2.653437047937637,77.26228820584087,83.88541920660269,0.7079409157399947,106.17026396279276
Compressor,120,Production,Dusty,2.3240686349537665,85.02416458672008,108.4133908402271,0.7136520744937427,112.46950860852304
Compressor,120,Idle,Outdoor,2.3779274798799697,85.84726142174945,81.19913243163768,0.25240171494215125,135.8779718148471
Conveyor,120,Production,Indoor,1.950780506922184,63.80444273911589,87.05447639375515,0.656815231088449,128.5684294443141
Pump,180,Production,Dusty,1.7830169289635946,67.60983129978852,75.65600495978143,0.19820626523551965,151.76364015815042
Lathe,180,Production,Outdoor,2.0691493448929053,79.51610682726256,88.8820989960538,0.14400322391982212,149.0406292748662
Lathe,60,Overload,Dusty,1.8300427471153915,71.34462716241828,90.33577273827176,0.9994678942025802,106.14793836278187
Motor,30,Idle,Indoor,3.233601855406246,72.61393230743704,98.01151483982655,0.6223759314731742,108.46052393895815
Conveyor,120,Standby,Indoor,1.503820856754743,87.8656482217061,94.41146736435326,0.4309878726571905,139.49617820677742
CNC Mill,60,Idle,Humid,2.5010426082952044,71.8963362180793,78.37720259554257,0.28816452288395134,134.04896157136687
Motor,30,Standby,Indoor,2.2585984172695066,65.31070651751418,92.1415025748411,0.6039204436622274,129.70673580449755
Conveyor,90,Overload,Indoor,2.114936104061969,66.66199998364405,121.7051600016221,0.049593508220086124,159.3103751180448
Pump,180,Overload,Outdoor,2.73994304995692,96.823565011927,119.92585818117719,0.09468099050479506,127.08789734455286
Pump,30,Overload,Humid,2.1491887263005895,73.21780519614762,106.83530543372035,0.032856697740396346,158.15757004190417
Pump,90,Overload,Outdoor,1.6825465401287925,61.3575224478209,109.9464887011026,0.49916983326266173,142.34987478362936
Pump,30,Standby,Dusty,2.145865188626704,57.30541404683406,130.9123420170302,0.6006066291871826,136.96144021115788
Pump,180,Production,Indoor,1.9084108655473857,68.75363357325887,108.56871489382746,0.06247976135782085,153.93786047618644
Conveyor,180,Standby,Dusty,2.2516423344083245,73.03477880572616,109.66284790806326,0.7212244674989166,119.94178548935027
Conveyor,60,Idle,Outdoor,2.406536815814749,84.49173706427672,76.53125460829686,0.2303950715145644,131.46427509350363
Compressor,120,Overload,Indoor,1.5704560288179652,83.52345166461767,83.31054158142791,0.6852014537698661,121.01365059099263
Lathe,30,Overload,Indoor,2.597668059001408,74.93653578927164,99.50964524498195,0.9818971400352456,97.76672800929562
Pump,30,Idle,Outdoor,1.8725500775657704,70.4583141384041,87.8883666238863,0.6911058700538512,127.59241541103633
CNC Mill,90,Standby,Outdoor,2.2218069613410893,78.39601853421689,85.03067069465243,0.8831930529236085,99.49257131247869
Conveyor,180,Production,Outdoor,2.308515085160348,57.51253923863612,86.76311427651628,0.9481985067430674,102.09517562752295
CNC Mill,30,Production,Outdoor,2.183694345315315,94.81080893929217,78.64644036728308,0.48675104835231553,118.82183703934437
CNC Mill,180,Idle,Outdoor,1.9454457411737154,81.5410559585661,88.12923270876922,0.7023249794197068,128.29543802976644
CNC Mill,30,Production,Indoor,1.7557012090036679,83.66990219728272,105.09153332216349,0.8519692535558417,117.05763708452274
Compressor,60,Standby,Outdoor,1.8655027463483294,64.2584661812339,126.94485889727028,0.3566089128743861,144.38875015512494
Conveyor,120,Standby,Indoor,2.7825859662644383,87.82648641296596,111.95473274070429,0.2613973165603949,127.77451921864781
CNC Mill,30,Idle,Indoor,1.5670667814354704,70.39982838973705,109.54233227559153,0.9465985727783387,125.66493962687795
Pump,180,Standby,Outdoor,1.640378331018517,65.47441877181437,75.64699923402391,0.726303500368818,139.4979443652285
Motor,60,Overload,Outdoor,1.6184255884281429,74.6082762939378,101.78945057533026,0.21968213337582632,157.76273223739045
CNC Mill,30,Idle,Humid,2.0678769399588326,74.37444914011625,98.9956014505429,0.4490833926761134,138.43057861251557
Compressor,90,Standby,Indoor,1.237647275006097,64.21462927488002,104.36111645426769,0.7964517695378094,141.97269404061038
Conveyor,120,Idle,Outdoor,1.3232200719328033,66.05062646458634,94.58968795783811,0.5470629909184421,145.7696110460465
Compressor,30,Production,Outdoor,1.869522583520371,65.2676822467195,124.93115111522002,0.6499520981658891,124.29169860092038
CNC Mill,60,Standby,Outdoor,1.3561122773508811,65.36284932143175,100.79163274446734,0.7537682020450523,134.90224271104864
Conveyor,90,Overload,Humid,1.3968643453585992,71.119020929004,102.25335032405309,0.6220091888089806,145.92742807288374
Motor,60,Standby,Humid,1.3598657953185302,61.11014863827542,70.56339662729724,0.5400793219221958,148.33858949790906
CNC Mill,60,Idle,Dusty,1.5766941454333356,68.08625502586064,98.39986477083518,0.7496142843877734,131.2149801034775
Compressor,90,Idle,Indoor,2.3656232533352033,85.45134548384269,117.23889025045952,0.7275630354322007,102.7547857540323
Lathe,60,Standby,Dusty,2.477853978060541,83.23309452104183,108.33363412211553,0.6298724001831789,109.5773053083132
Pump,90,Overload,Outdoor,2.9595004466093027,64.50120759107246,67.66613590385337,0.3597894133819296,125.52447076926411
Compressor,30,Overload,Humid,2.9411809292567392,84.58204917294233,93.25487390280664,0.4058120922002716,116.05756310767421
Conveyor,90,Overload,Humid,2.3931563549402233,55.33560730863951,125.97849201044505,0.9704385488840974,108.6538369667926
CNC Mill,90,Idle,Dusty,2.513838837400516,99.29144322012154,97.74038919577713,0.11238593229152583,126.81551789926412
Pump,120,Standby,Humid,2.065551045342959,88.00313192135593,104.83623974066691,0.2685049172528353,140.47304509556545
CNC Mill,90,Production,Outdoor,2.2599324260061344,69.40268087859893,124.28513930930953,0.4924017592043357,132.1062557125522
Conveyor,90,Idle,Humid,2.9718015240915854,78.8242656173511,97.68078787679642,0.8367296861437858,96.55871472826418
CNC Mill,30,Overload,Dusty,2.185606434028415,60.99080671890871,111.86544789936855,0.16367566372972786,160.25028770383284
Lathe,120,Standby,Outdoor,2.57661928927262,75.60442789925814,106.17093815737542,0.27695461812460986,129.29229741663627
Pump,180,Overload,Dusty,1.5328241957107445,73.16336967497533,109.37723295265589,0.06579821779523898,164.2268245061273
Pump,30,Production,Humid,1.6668806378708863,66.65236610607604,105.68823485250205,0.7059852660508185,135.79273975911906
Conveyor,30,Overload,Dusty,2.1560347988974837,70.3144251367414,91.78555182227821,0.23820943547561613,140.45408287160873
Lathe,180,Overload,Dusty,2.0749658350316955,69.33012524190573,93.28303672865995,0.3886747506709505,140.54713183612628
Compressor,90,Production,Indoor,1.6900329062975519,63.68263280682365,87.18135729447512,0.44370144702966785,147.28393560544924
CNC Mill,60,Standby,Humid,3.203688791965609,66.41852754103337,75.40436321694567,0.8913139356064557,107.03776066769396
Motor,120,Idle,Humid,2.086297051957433,60.58155574000288,118.66794866014965,0.4113302903312368,142.9161140826134
CNC Mill,60,Standby,Dusty,1.7786374739076691,83.57330765560617,100.15124450321815,0.14522501991524905,156.16404452610274
CNC Mill,180,Production,Indoor,2.075809413680315,65.6788725354373,117.91240273786687,0.524314938340121,138.5783446109032
Compressor,30,Overload,Humid,2.0127133513058175,62.779791284298454,123.48059011876974,0.9629579946486296,109.42512958359802
CNC Mill,30,Standby,Outdoor,2.0939012739455443,83.41504679815996,100.80126221364316,0.607685641050811,113.28604987966507
Lathe,120,Idle,Dusty,1.2031414923244834,78.6962035433933,80.29766302464063,0.9833872204605726,123.6547803856165
Lathe,30,Production,Humid,2.645973348283433,83.0450105594896,97.05717781221301,0.8411073089388701,104.78933561837779
Pump,30,Standby,Outdoor,2.674414710219575,84.16083224196655,89.93284589855318,0.0359657562134128,139.07257596177044
Conveyor,120,Idle,Humid,2.7351603860182427,94.37454896938424,70.29774311417519,0.6583995953770418,100.5837970461768
Motor,120,Production,Outdoor,2.162715879268149,73.43960233306815,92.47406642606683,0.28676687755788366,139.26710410546255
CNC Mill,180,Idle,Dusty,2.331240530082258,60.423923210044926,98.92694181903231,0.5596168556447239,123.5625787781142
CNC Mill,30,Production,Humid,1.5668865259963751,77.71037800762126,90.35013406353018,0.27934519093122656,146.03721734175545
Compressor,30,Overload,Humid,2.416449664298695,68.30995377120183,88.42682369572769,0.3488704166052904,126.96094055396219
Conveyor,180,Standby,Indoor,2.1258938534469696,65.42494716684459,80.83696266800568,0.9231687117541794,108.09598076436312
Lathe,90,Idle,Dusty,1.769796692180379,75.9992517221724,102.93883222531416,0.2066431848917053,148.64223986357422
Motor,90,Production,Outdoor,2.4323723458204203,83.6575273300959,128.03903924824363,0.8741091180258305,104.69841362483707
Pump,90,Idle,Humid,2.45172451804555,66.64005158403717,119.17935832076722,0.030457808070496806,148.89725713956759
Lathe,180,Idle,Humid,2.0303044178374665,87.74388087331718,109.80440331980448,0.09087653836964837,147.25627321585824
Conveyor,30,Standby,Outdoor,2.2191912900642015,65.10386040997184,110.13113678396562,0.8546750413842635,116.00663798040026
Pump,180,Overload,Dusty,1.4841414940332198,72.56096778674537,98.01035283611313,0.6305560309091953,140.004128857918
Compressor,180,Idle,Indoor,2.621591718607179,78.86307881780868,72.9323023106944,0.7472361380395502,100.60074465938828
Compressor,90,Production,Indoor,1.550593405982549,71.12100791315942,94.45852465808952,0.20941767082185425,163.25271295829432
CNC Mill,60,Production,Humid,1.647287175960412,57.23997661061463,85.46083469001775,0.5370834555901035,139.5442104712113
Conveyor,30,Overload,Outdoor,2.0311578227152682,84.27407491788804,102.32045124017985,0.7372192235713048,113.13977889625232
Motor,90,Production,Humid,2.5572581421092297,68.76535659643973,118.49822055908132,0.6273141370102625,118.00192497019952
Pump,60,Overload,Outdoor,2.5569743166078305,82.44898449393693,129.6011438537269,0.4716987668912095,122.85180731706322
Lathe,60,Production,Indoor,1.997587689047435,62.35855864972338,100.96931546770799,0.9597837864377148,122.77632425005764
Conveyor,120,Standby,Dusty,2.386506681126906,64.06563417903588,74.99265494233967,0.6761573334534453,125.2693402159136
Conveyor,30,Idle,Outdoor,1.155470775335552,83.62433409555356,100.94014075242967,0.9077508002412379,131.77045922072958
